,IP.G2111.S Oil and gas extraction  NAICS=211,IP.G2122.S Metal ore mining  NAICS=2122,IP.G2123.S Nonmetallic mineral mining and quarrying  NAICS=2123,IP.G2131.S Support activities for mining  NAICS=213,IP.G311.S Food  NAICS=311,IP.G312.S Beverage and tobacco product  NAICS=312,IP.G313.S Textile mills  NAICS=313,IP.G314.S Textile product mills  NAICS=314,IP.G315.S Apparel  NAICS=315,IP.G316.S Leather and allied product  NAICS=316,IP.G321.S Wood product  NAICS=321,IP.G322.S Paper  NAICS=322,IP.G323.S Printing and related support activities  NAICS=323,IP.G324.S Petroleum and coal products  NAICS=324,IP.G325.S Chemical  NAICS=325,IP.G326.S Plastics and rubber products  NAICS=326,IP.G327.S Nonmetallic mineral product  NAICS=327,IP.G331.S Primary metal  NAICS=331,IP.G332.S Fabricated metal product  NAICS=332,IP.G333.S Machinery  NAICS=333,IP.G334.S Computer and electronic product  NAICS=334,"IP.G335.S Electrical equipment, appliance, and component  NAICS=335",IP.G336.S Transportation equipment  NAICS=336,IP.G337.S Furniture and related product  NAICS=337,IP.G339.S Miscellaneous  NAICS=339,IP.N2121.S Coal mining  NAICS=2121,RIW.G2111.S ,RIW.G2122.S ,RIW.G2123.S ,RIW.G2131.S ,RIW.G311.S ,RIW.G312.S ,RIW.G313.S ,RIW.G314.S ,RIW.G315.S ,RIW.G316.S ,RIW.G321.S ,RIW.G322.S ,RIW.G323.S ,RIW.G324.S ,RIW.G325.S ,RIW.G326.S ,RIW.G327.S ,RIW.G331.S ,RIW.G332.S ,RIW.G333.S ,RIW.G334.S ,RIW.G335.S ,RIW.G336.S ,RIW.G337.S ,RIW.G339.S ,RIW.N2121.S 
4/1/1982,70.440264,72.274115,67.429782,394.40963,62.522234,104.659429,187.41359,125.196533,722.249916,424.30382,64.957064,92.492207,89.390613,67.240708,61.015571,43.118721,74.444491,87.994389,72.338445,74.214627,1.837967,85.300454,41.45033,76.029046,47.501398,129.7471,0.119903,0.003563,0.005843,0.025126,0.06577,0.019449,0.012179,0.005285,0.021777,0.004569,0.009887,0.028889,0.020998,0.019623,0.072621,0.024331,0.018932,0.029921,0.057928,0.075156,0.078098,0.02649,0.084824,0.012757,0.021143,0.017319
5/1/1982,70.28411,62.704018,62.021088,374.958494,61.972712,108.485965,184.647146,125.460488,726.444276,417.557171,66.27844,92.332099,90.377146,68.792952,60.308716,43.769731,73.809416,84.710487,71.963453,72.559079,1.85401,83.827486,41.955312,75.735737,47.796705,127.521925,0.120824,0.003052,0.005423,0.023804,0.065659,0.020427,0.012027,0.005337,0.021943,0.004511,0.010043,0.029056,0.021335,0.019686,0.072089,0.02488,0.018883,0.028711,0.05803,0.074046,0.079137,0.026251,0.086664,0.012796,0.021423,0.017202
6/1/1982,70.453535,52.457483,60.728684,351.727115,63.090326,107.370992,183.129167,125.18871,738.986727,417.623808,66.216986,93.148965,90.147014,69.83917,60.658156,43.768221,75.057067,84.379429,70.986865,69.15269,1.879035,83.119762,42.161749,75.582599,47.897937,123.621355,0.121626,0.002524,0.005334,0.022193,0.067059,0.02041,0.011914,0.00534,0.022292,0.004511,0.010005,0.029375,0.021292,0.019614,0.072607,0.024949,0.019242,0.028474,0.057368,0.070762,0.080093,0.026127,0.087564,0.012806,0.021518,0.016748
7/1/1982,70.418925,35.199846,63.000012,336.411261,63.064785,107.272975,181.778351,126.238074,727.975385,412.871374,68.286217,92.595424,92.082981,70.626361,60.722333,43.032408,74.092266,82.960786,70.232116,67.165283,1.902479,80.911664,43.197812,75.797627,47.764673,118.000927,0.12178,0.001707,0.005562,0.021186,0.067334,0.020626,0.011838,0.005391,0.021995,0.004469,0.010428,0.029204,0.021767,0.019713,0.073051,0.0246,0.019057,0.028081,0.056856,0.068859,0.080729,0.025519,0.090338,0.012888,0.021499,0.015997
8/1/1982,69.982928,49.593034,62.724552,322.905019,63.363626,107.495285,181.094779,126.728672,736.180503,409.800498,68.01109,96.568151,91.359611,68.502532,60.352696,43.409945,74.616248,80.668024,70.158281,64.849126,1.879086,79.373577,41.584111,76.777736,47.889378,115.713768,0.121711,0.002447,0.005594,0.020447,0.068345,0.021041,0.011882,0.005444,0.02243,0.004473,0.010629,0.030586,0.021728,0.019232,0.073499,0.025017,0.019367,0.027641,0.057175,0.066919,0.079672,0.025246,0.08808,0.013176,0.021706,0.015747
9/1/1982,69.981762,45.428168,61.771456,311.97686,63.672864,107.765972,180.416468,127.708012,747.454568,412.615786,66.961036,94.409498,92.619303,69.501366,61.181674,43.404679,74.124398,80.772531,69.550882,63.699367,1.89898,78.004112,41.020499,76.35833,47.393039,111.090539,0.121615,0.002268,0.005524,0.019736,0.068934,0.021325,0.011852,0.005482,0.022816,0.004513,0.010633,0.029837,0.022021,0.019502,0.074935,0.025055,0.019291,0.027843,0.056691,0.065747,0.079915,0.024857,0.087427,0.01314,0.021492,0.015079
10/1/1982,69.67899,41.322886,63.134198,306.165929,64.387038,106.629163,181.07995,127.487227,746.801984,404.688993,66.848826,95.325921,91.332002,70.500205,60.917968,42.42523,73.655057,74.975719,68.265969,61.726347,1.885233,77.782699,39.862559,74.261929,46.365767,114.121745,0.121863,0.002108,0.005694,0.019487,0.070472,0.021479,0.011995,0.005509,0.023004,0.004467,0.010858,0.030276,0.021865,0.019913,0.075573,0.024706,0.019358,0.026182,0.056054,0.064169,0.079289,0.02501,0.086088,0.012907,0.021187,0.015561
11/1/1982,69.919391,44.284469,63.687053,302.268906,64.27784,107.864648,182.564693,127.238597,736.14638,411.065852,68.173863,94.939599,91.268562,68.781136,60.250975,42.456271,73.833932,70.100956,67.362551,60.57214,1.891579,77.563321,40.155676,74.036244,45.793843,108.089861,0.122271,0.002294,0.005752,0.019232,0.070659,0.021973,0.012118,0.0055,0.022734,0.00455,0.011251,0.030107,0.021857,0.01943,0.075223,0.024781,0.01947,0.024648,0.055361,0.063005,0.078974,0.025002,0.0873,0.012912,0.020951,0.01471
12/1/1982,68.547601,50.465211,61.889465,300.826459,63.48899,101.64033,186.037279,125.212297,724.135156,405.64247,67.399218,91.143593,89.800165,67.979909,60.312901,42.893288,73.346845,71.083355,67.051136,59.757112,1.908015,75.739625,41.290037,75.08546,45.496588,110.57157,0.120335,0.002657,0.005616,0.01921,0.070382,0.021019,0.012422,0.005435,0.022509,0.004519,0.011343,0.028972,0.021599,0.019281,0.076084,0.025193,0.019486,0.025268,0.055374,0.062433,0.079365,0.024572,0.090725,0.013193,0.020922,0.015078
1/1/1983,69.177116,49.885338,63.077214,298.882851,63.940716,110.257518,194.549424,126.6761,749.202063,412.997582,73.609937,96.861521,92.170238,67.077612,61.05013,43.67925,75.687632,76.776827,67.873871,59.379048,1.965903,78.38632,42.272499,74.956528,45.773091,114.454162,0.118851,0.002606,0.005602,0.018674,0.06967,0.022567,0.01274,0.005382,0.022851,0.004515,0.012314,0.030089,0.021706,0.018624,0.075855,0.025168,0.019749,0.0269,0.054912,0.060736,0.07941,0.02495,0.091509,0.012936,0.020627,0.015246
2/1/1983,68.333932,44.8841,63.403848,283.558236,63.282573,105.472048,197.410998,130.860813,724.928449,401.384005,72.640883,95.898459,92.428298,66.396541,62.448395,43.204368,75.576793,79.774817,68.000505,58.193474,1.964229,77.929581,43.133699,74.004537,44.734628,110.350025,0.117766,0.002384,0.005648,0.017767,0.069458,0.021889,0.012995,0.00558,0.022236,0.004413,0.012375,0.02984,0.021844,0.018496,0.078317,0.025031,0.019853,0.028232,0.05524,0.059719,0.078973,0.024941,0.094272,0.012856,0.020247,0.014719
3/1/1983,67.697376,46.243224,61.061102,279.038866,62.914855,103.824767,200.725057,136.405734,730.017891,416.690341,71.04696,95.206171,93.783766,67.725954,62.755223,44.522849,76.737206,82.720078,68.549616,58.338055,2.008912,80.723051,43.200334,75.673531,45.932561,106.569245,0.115341,0.002462,0.005376,0.01728,0.068556,0.021532,0.013091,0.005754,0.022194,0.004541,0.012142,0.029244,0.021923,0.018655,0.078297,0.025562,0.020001,0.029144,0.055109,0.059192,0.079209,0.025603,0.093954,0.013042,0.020578,0.014027
4/1/1983,68.460771,50.795772,61.418074,276.242829,62.940935,106.644523,203.676299,136.36078,740.857042,424.357745,72.706698,96.526326,93.848022,69.214697,63.894062,45.776286,77.439909,83.515495,69.88768,58.754992,2.043326,81.433682,43.284615,77.503752,46.442583,108.023311,0.114834,0.002696,0.005322,0.016837,0.067808,0.022016,0.013106,0.005665,0.022233,0.004566,0.012414,0.029146,0.021608,0.018775,0.078983,0.025938,0.019947,0.029172,0.05537,0.058687,0.078648,0.025492,0.093299,0.013198,0.02051,0.013972
5/1/1983,67.586599,56.416418,67.159195,276.804574,63.513499,103.370993,204.369696,141.504858,743.224174,422.042648,75.545346,100.222489,94.410706,70.305159,64.374994,46.065463,78.727029,85.632835,70.172731,60.15625,2.077448,82.749425,43.694728,79.957739,46.660344,107.401754,0.11231,0.003003,0.005764,0.01671,0.068067,0.02137,0.013057,0.005828,0.022154,0.004511,0.012968,0.029934,0.021544,0.018899,0.079338,0.025921,0.020166,0.02984,0.055135,0.059529,0.078536,0.025728,0.093928,0.013537,0.02044,0.013736
6/1/1983,68.085236,58.140564,68.213013,272.526144,64.280783,103.414111,205.761012,142.14375,743.435252,424.831036,76.430082,99.518192,95.925184,70.936,64.465582,46.218419,79.889148,86.542747,70.650881,60.664438,2.096575,83.620243,44.37604,82.010997,46.77091,104.701126,0.112036,0.003089,0.005809,0.016293,0.068562,0.021396,0.013069,0.005807,0.022027,0.004511,0.013145,0.029506,0.021725,0.018783,0.079215,0.02583,0.020352,0.030089,0.055085,0.059536,0.078051,0.025839,0.09509,0.013798,0.020336,0.013256
7/1/1983,68.295353,58.508086,68.547549,268.552144,64.506048,102.575908,204.031246,142.820028,753.693309,422.475141,79.132997,100.505273,96.862011,71.549703,65.465339,46.886432,81.414298,84.23868,71.703466,62.534619,2.173104,84.633618,45.062712,84.718491,47.818484,110.65023,0.110169,0.003045,0.005758,0.015754,0.067925,0.021016,0.012804,0.005744,0.022033,0.004415,0.013423,0.029542,0.021641,0.018237,0.079488,0.025795,0.020447,0.028989,0.05505,0.060429,0.07943,0.025791,0.095283,0.014025,0.020477,0.013777
8/1/1983,68.716674,57.692903,68.538234,281.587807,64.12325,103.111457,208.439592,151.302594,753.487638,428.638074,77.611071,102.004637,97.350429,70.691757,65.824252,47.794846,82.145728,87.053426,72.504605,62.421733,2.162874,84.918105,46.53778,86.679051,47.794232,110.142401,0.108893,0.002935,0.005705,0.016251,0.066866,0.020959,0.012977,0.00601,0.02181,0.004421,0.012973,0.029922,0.021546,0.017251,0.079184,0.025956,0.020394,0.02974,0.054998,0.059607,0.078079,0.02561,0.097287,0.014151,0.020226,0.013542
9/1/1983,68.839369,57.980808,69.691508,284.786806,64.899896,103.229124,210.975416,148.289243,768.507802,434.251377,78.634043,100.984107,100.002394,72.758434,66.782238,48.663699,83.346065,90.117783,73.633088,63.797177,2.267533,88.468902,47.074508,87.742388,47.89796,114.01719,0.106908,0.002875,0.005738,0.016131,0.066857,0.020765,0.012999,0.005804,0.021972,0.00441,0.012922,0.029491,0.021873,0.016945,0.079403,0.026024,0.020405,0.030478,0.055055,0.060049,0.080658,0.026342,0.097054,0.014091,0.019984,0.013809
10/1/1983,69.214853,58.028195,72.312415,290.590654,64.281624,102.116166,211.899914,145.053394,770.155709,427.922178,80.59942,103.625987,101.690927,70.998021,67.696296,49.084236,83.659309,94.96404,74.200264,65.076198,2.296989,88.501993,47.759255,89.141006,48.324088,116.687789,0.106019,0.002822,0.005928,0.01626,0.065846,0.020458,0.013003,0.005632,0.021889,0.004306,0.013106,0.030317,0.022122,0.015869,0.080068,0.026015,0.02033,0.032001,0.055038,0.060762,0.081032,0.026184,0.097735,0.014174,0.020004,0.014011
11/1/1983,69.239415,57.624348,72.364083,288.003689,64.332981,101.813257,213.031718,144.737926,770.56434,426.15825,80.141485,103.183262,101.700771,71.654811,68.053922,49.496711,82.96511,92.768808,74.66936,66.296545,2.325061,90.340467,47.972113,90.465386,48.926999,117.722757,0.104959,0.002758,0.005929,0.015976,0.065758,0.020383,0.013063,0.005594,0.021846,0.004265,0.012938,0.030343,0.02208,0.015404,0.080343,0.02609,0.02008,0.03125,0.055134,0.061617,0.081621,0.026649,0.097775,0.014291,0.020163,0.014061
12/1/1983,67.525382,59.051224,72.053691,309.078982,63.704341,100.253292,210.868119,152.270795,774.705759,420.365854,80.281559,102.517442,102.577741,67.54261,67.373638,50.504317,81.775785,91.383849,75.345979,68.040134,2.347689,90.21978,48.908543,91.412008,49.360112,115.787909,0.10123,0.002778,0.005898,0.016983,0.064932,0.020044,0.012913,0.005852,0.021893,0.004181,0.012861,0.030279,0.022211,0.013945,0.079341,0.026457,0.019699,0.030746,0.055347,0.062899,0.081962,0.026522,0.099216,0.014337,0.020238,0.01375
1/1/1984,71.335387,61.429325,72.548657,308.753336,64.141483,104.837565,211.221951,152.229776,777.588674,416.319155,81.204511,103.28165,101.440517,69.577923,68.520018,51.191854,84.660156,92.944129,75.948306,68.56999,2.416048,93.732215,50.804381,91.767241,49.608107,122.2268,0.104234,0.002803,0.005848,0.016563,0.064242,0.020632,0.01273,0.005734,0.021588,0.004055,0.012722,0.03019,0.02159,0.013583,0.079322,0.026268,0.020006,0.030785,0.0547,0.062137,0.08268,0.027059,0.101096,0.014083,0.019944,0.014221
2/1/1984,69.723155,63.317575,73.9513,306.247869,63.934235,100.884724,211.29584,153.291188,786.318055,418.535581,81.800938,104.35371,101.977046,74.831519,69.041949,51.642612,87.793281,97.781082,76.242333,69.725074,2.470792,94.807365,50.838859,92.297255,50.535676,128.407638,0.100801,0.002845,0.005958,0.016283,0.063871,0.019832,0.012721,0.005745,0.02177,0.004053,0.012723,0.030639,0.021654,0.014005,0.079749,0.026349,0.020661,0.03236,0.054652,0.062871,0.08413,0.027281,0.100729,0.014069,0.020221,0.014859
3/1/1984,69.170675,62.956186,72.875829,299.603264,64.303042,102.547378,210.123656,154.389596,792.46301,407.349491,82.722958,103.946083,102.993728,72.740422,69.484805,52.245408,85.269252,97.629366,76.747202,70.385397,2.502558,95.115739,51.050853,91.739908,50.220676,130.368979,0.098933,0.002786,0.005869,0.015787,0.064068,0.020136,0.012635,0.005756,0.021878,0.003922,0.012772,0.030652,0.021819,0.01303,0.08008,0.026503,0.019982,0.032285,0.054752,0.063151,0.084783,0.027283,0.100706,0.013889,0.02,0.015004
4/1/1984,70.823324,63.148369,73.674881,300.584279,64.911783,103.767327,208.977005,159.215625,784.611962,409.505398,83.496946,106.511024,102.092238,71.538353,68.944375,52.737951,85.148706,98.789597,76.987138,71.761119,2.552174,93.804398,50.650914,94.383126,50.552147,132.349857,0.100082,0.002747,0.005922,0.015676,0.064422,0.020328,0.012536,0.005898,0.021576,0.003914,0.012781,0.031504,0.021552,0.012231,0.079182,0.026568,0.019845,0.032604,0.054593,0.063981,0.085922,0.026789,0.099364,0.014174,0.020011,0.01513
5/1/1984,71.229743,65.012881,75.44023,318.04759,65.162468,102.007554,207.342331,159.018291,775.978365,398.278348,81.151819,105.956354,105.646298,71.650377,69.185786,53.822137,85.845801,101.079081,77.471671,71.945074,2.59361,92.624789,50.251265,93.72032,50.76607,135.65766,0.099502,0.002782,0.006056,0.016427,0.064454,0.019948,0.012415,0.005857,0.021266,0.003782,0.012323,0.031451,0.022236,0.011677,0.079229,0.026938,0.019908,0.03332,0.054638,0.063783,0.086815,0.02635,0.098091,0.01397,0.019988,0.015413
6/1/1984,71.173226,65.356957,75.932744,333.55535,65.019364,102.142897,205.909713,157.327389,771.128426,392.425764,82.891597,105.041733,105.979561,71.991628,69.461606,55.119382,85.965883,97.994894,78.183663,72.787906,2.633705,94.623324,50.619762,92.334316,50.804323,133.822704,0.098584,0.002758,0.006098,0.017093,0.064215,0.019977,0.01231,0.005768,0.021082,0.00371,0.012515,0.031266,0.022282,0.011341,0.079445,0.027474,0.019884,0.032248,0.054965,0.064288,0.087658,0.026867,0.098482,0.013701,0.019937,0.015134
7/1/1984,71.630587,65.473397,75.852179,339.165863,64.954125,101.426231,203.93286,157.768416,758.735087,391.814523,82.591611,106.887214,107.320586,70.392502,68.972957,55.010303,86.419511,97.954968,78.440854,73.122598,2.677215,95.270457,51.295522,92.066067,51.561989,146.521812,0.098724,0.002736,0.0061,0.017256,0.064106,0.019864,0.012145,0.005755,0.020673,0.003693,0.012421,0.031759,0.022561,0.011037,0.078828,0.027369,0.019979,0.032057,0.055066,0.064407,0.088345,0.027023,0.099508,0.013645,0.020197,0.016497
8/1/1984,71.479459,59.43409,75.889202,335.872396,64.90388,102.247369,201.986917,155.623452,756.239074,377.295314,81.68191,103.979162,107.858737,70.314023,68.584531,55.021452,86.328886,94.716833,78.674375,73.620847,2.715729,95.650451,52.352288,92.109111,51.542871,138.959298,0.098321,0.002466,0.006122,0.016991,0.064117,0.020084,0.011983,0.005654,0.02055,0.003553,0.012263,0.030804,0.02271,0.011158,0.078434,0.027388,0.019993,0.030807,0.055267,0.064779,0.088811,0.02715,0.101401,0.013675,0.020191,0.015596
9/1/1984,71.845874,61.165565,78.52501,336.492404,64.720801,105.07563,200.445879,155.63835,740.949379,368.380237,82.336635,105.473026,106.574842,70.189156,68.382158,55.274991,86.607281,88.984773,78.370123,74.309694,2.736452,95.128356,51.423252,92.064978,51.715051,139.749247,0.099028,0.002532,0.006377,0.016994,0.064253,0.020782,0.011894,0.005654,0.020163,0.003479,0.012387,0.03128,0.022565,0.011314,0.078569,0.027636,0.020171,0.028884,0.055308,0.065583,0.089039,0.027128,0.099847,0.013746,0.02034,0.015698
10/1/1984,71.440139,61.559526,77.142082,336.872429,66.940232,104.718012,194.686535,157.736651,738.408626,367.394504,81.012476,104.013604,108.609016,70.632051,68.201646,55.405526,86.768312,91.073004,78.573287,74.150873,2.762893,96.522,51.400592,93.384541,52.108465,104.467381,0.098436,0.002535,0.006291,0.016945,0.06663,0.020805,0.011526,0.005716,0.020075,0.003471,0.012186,0.030809,0.023069,0.011536,0.078538,0.02776,0.020276,0.029435,0.055577,0.065487,0.089222,0.027586,0.099808,0.01399,0.020531,0.011717
11/1/1984,71.343294,59.248601,77.146107,336.088917,66.443836,102.269528,193.506903,156.903354,729.78022,365.168838,81.320363,103.506668,108.640319,71.470644,68.730359,55.744204,87.68971,90.686285,78.433679,73.628989,2.791043,96.261468,52.485676,93.764847,52.029526,107.788085,0.097906,0.002419,0.006293,0.016772,0.066058,0.020331,0.011388,0.005651,0.019746,0.003439,0.012183,0.030507,0.023063,0.011781,0.079029,0.027882,0.02048,0.029077,0.055394,0.064825,0.0891,0.027469,0.10153,0.01404,0.020458,0.012025
12/1/1984,70.942086,54.123579,76.443578,331.359784,66.582483,105.673774,192.294908,152.653385,738.607691,359.711829,81.811894,103.961298,107.004825,69.558304,68.60978,56.077958,87.214574,88.219517,78.752391,73.614606,2.804301,95.525592,53.636441,93.803065,51.9617,118.870532,0.097241,0.002197,0.006256,0.016453,0.06631,0.021084,0.011281,0.005479,0.019948,0.003386,0.012242,0.030579,0.022769,0.011606,0.079008,0.028082,0.020417,0.028141,0.055694,0.064798,0.08874,0.027294,0.103657,0.014081,0.020449,0.013229
1/1/1985,69.430571,55.853858,74.993369,320.174059,66.503589,104.823445,192.628931,151.792893,741.627593,359.323652,79.339543,103.466405,107.06816,68.579378,67.979953,56.141896,85.609468,89.770872,78.20698,72.389623,2.814368,92.982438,54.401647,94.341493,51.790068,114.414873,0.095152,0.002256,0.006163,0.015833,0.066408,0.021008,0.011277,0.005436,0.020012,0.003384,0.011871,0.030402,0.022858,0.011588,0.078474,0.028175,0.020108,0.028518,0.055437,0.06377,0.088368,0.026627,0.105141,0.01421,0.020419,0.012715
2/1/1985,70.732847,58.030086,76.419378,318.410927,66.61492,104.7254,190.562068,155.579688,725.627591,353.535245,79.328831,103.639002,107.948034,69.861369,67.975247,55.803192,84.936041,89.394826,78.598402,71.717786,2.805135,94.94025,53.115102,93.844432,51.303003,119.595852,0.096579,0.002325,0.006284,0.015628,0.066454,0.021006,0.011095,0.005539,0.019495,0.003319,0.011825,0.030315,0.023038,0.011907,0.078379,0.027964,0.019941,0.02818,0.055641,0.063,0.087086,0.027151,0.102296,0.014132,0.020192,0.013225
3/1/1985,70.185735,64.081955,79.680924,312.61882,66.592221,105.258938,189.600368,158.82137,730.705606,354.619847,81.054259,104.015668,108.160226,69.952525,68.373381,56.046877,86.237747,89.008893,79.123185,73.478202,2.82974,94.31973,53.762374,93.625405,51.768001,127.41883,0.095657,0.002551,0.006569,0.015253,0.066485,0.021166,0.010996,0.005631,0.019578,0.003325,0.012058,0.030339,0.023116,0.012048,0.078893,0.028095,0.020274,0.02789,0.056038,0.064474,0.086986,0.026986,0.10336,0.014121,0.020375,0.014045
4/1/1985,70.031906,61.335524,78.112757,308.347352,67.465309,102.864705,189.745106,158.173928,718.358093,357.53513,81.78971,101.906407,109.223608,71.363265,68.938925,56.136831,87.644809,89.053634,78.995551,72.342957,2.782055,93.072609,53.519595,93.604688,51.329164,130.061016,0.095581,0.002434,0.00648,0.015004,0.067629,0.020804,0.010998,0.005603,0.019255,0.003358,0.012181,0.029738,0.023454,0.012461,0.079868,0.028241,0.020702,0.027826,0.056157,0.06361,0.084942,0.026727,0.103044,0.014186,0.020269,0.014336
5/1/1985,70.298294,62.789576,78.268833,307.520221,67.794264,102.351682,191.38481,156.544766,725.555416,359.685241,82.521096,101.760852,111.930462,71.39453,69.053264,55.86195,87.812031,85.674989,79.107588,73.319549,2.800985,94.296693,53.343055,92.53304,51.607595,128.810253,0.095752,0.002474,0.006513,0.014871,0.067997,0.020743,0.011048,0.00552,0.019388,0.003374,0.012262,0.029608,0.024066,0.012595,0.080051,0.028107,0.020767,0.026602,0.056252,0.064375,0.084633,0.027089,0.102499,0.014043,0.020376,0.014148
6/1/1985,70.283962,64.585294,78.82285,304.238594,67.879759,106.13112,191.750826,157.496778,731.496091,358.100193,83.720628,102.068868,109.822979,70.853604,68.158315,55.485875,88.306048,87.072841,78.994982,72.680459,2.822841,93.475304,53.534351,92.95812,51.44213,130.69643,0.094919,0.002536,0.006593,0.014642,0.068345,0.021627,0.011067,0.005548,0.019543,0.003359,0.012452,0.029714,0.023687,0.012616,0.079211,0.027987,0.020956,0.026967,0.056296,0.063847,0.084767,0.02692,0.102928,0.014157,0.020346,0.014338
7/1/1985,69.817734,50.428033,75.800979,296.669021,67.924184,105.584201,186.743692,159.270284,730.7515,363.17483,83.32707,102.681249,106.990982,70.997916,67.747926,55.000529,89.227548,84.902685,78.380836,72.395325,2.764008,92.842136,54.307339,92.49721,51.320214,126.198455,0.092123,0.001987,0.006404,0.014257,0.069177,0.021795,0.010871,0.005646,0.019655,0.003419,0.012494,0.030149,0.023254,0.012741,0.079284,0.027962,0.021362,0.026454,0.056238,0.063921,0.083313,0.026937,0.105119,0.014205,0.020425,0.013901
8/1/1985,69.636254,59.383627,75.745718,296.479851,67.985768,105.111348,191.20491,159.182717,734.079351,362.879697,85.392604,101.411031,111.676079,70.804747,67.379471,56.351019,88.655737,85.809781,78.931364,72.622212,2.787056,93.746896,54.473476,93.01548,51.815613,123.106387,0.087986,0.002331,0.00641,0.014096,0.069548,0.021827,0.011156,0.005639,0.01973,0.003397,0.012817,0.02983,0.024249,0.012656,0.078714,0.028644,0.021237,0.026729,0.056531,0.063909,0.083847,0.027174,0.105319,0.014283,0.020573,0.013504
9/1/1985,70.315448,62.598046,78.085408,294.038135,68.282954,105.51529,192.266879,159.623618,736.203999,364.833737,84.823368,102.510119,112.351705,68.016949,68.49743,57.082052,89.218044,86.345737,78.776975,71.853631,2.762312,93.691401,54.26194,94.270935,51.972192,126.435441,0.084923,0.002447,0.006618,0.013825,0.070129,0.022029,0.011238,0.005648,0.019765,0.003395,0.012739,0.030197,0.024363,0.012106,0.079854,0.029,0.021376,0.02688,0.056298,0.062986,0.082914,0.027124,0.104743,0.014469,0.020578,0.013807
10/1/1985,70.133987,63.055796,77.034848,286.058336,67.981838,105.812376,193.988147,160.736361,741.200946,363.483343,85.285794,101.911222,110.025988,70.845743,67.879557,56.807551,89.575763,85.8501,78.366287,72.118828,2.76695,91.269876,54.335788,94.427446,52.196253,125.015084,0.081379,0.002471,0.006587,0.013396,0.070602,0.022372,0.011441,0.005723,0.020019,0.003387,0.012908,0.03028,0.023998,0.012646,0.079531,0.029052,0.021621,0.026895,0.056286,0.063426,0.083462,0.026579,0.105461,0.014591,0.020759,0.013688
11/1/1985,69.443845,64.848742,77.151339,276.354518,67.320492,107.091866,194.583259,161.68959,747.81143,361.729694,84.877095,101.516499,110.339638,69.70084,68.95439,56.869132,87.919288,87.325308,78.857076,72.60522,2.812081,92.170158,55.303178,94.634003,52.17282,122.474418,0.07671,0.002531,0.00661,0.012798,0.070205,0.022771,0.011499,0.005752,0.020177,0.003351,0.012857,0.030213,0.024039,0.01239,0.080636,0.029075,0.021231,0.027335,0.05653,0.063618,0.084651,0.026813,0.107204,0.01462,0.020696,0.013352
12/1/1985,71.540459,59.03419,76.560464,269.068091,68.389928,105.246911,192.298678,164.721339,748.157146,359.774935,83.037394,103.436111,111.828503,69.914949,68.672365,57.112469,89.501937,88.258998,79.180278,72.525143,2.834586,94.236619,54.708259,95.605896,52.788019,127.87995,0.074575,0.002281,0.00653,0.012242,0.071155,0.022361,0.011314,0.005818,0.020038,0.003293,0.01251,0.03064,0.02418,0.012298,0.079645,0.029003,0.021487,0.027432,0.056292,0.062909,0.084613,0.027211,0.105237,0.014672,0.020753,0.013793
1/1/1986,71.163142,64.325409,74.179268,261.773558,69.140727,106.490308,194.436082,159.849921,760.24513,351.980483,86.706097,104.142818,113.930447,71.520623,70.044149,57.545252,91.710107,89.069447,79.093449,73.033394,2.823953,95.106192,56.4132,95.612706,52.736496,131.347475,0.070159,0.002473,0.006326,0.011755,0.072093,0.022706,0.011442,0.005631,0.020304,0.003198,0.013051,0.030842,0.02456,0.012507,0.080941,0.029159,0.021983,0.027615,0.05602,0.063003,0.083971,0.027384,0.108197,0.014643,0.020642,0.01408
2/1/1986,70.231556,66.647579,76.840614,247.498388,69.157707,106.129966,195.669189,158.365312,740.941575,339.341959,87.090067,104.580004,111.680569,70.033989,70.073416,57.514711,90.012544,88.661933,78.873739,72.474166,2.827229,94.6419,55.728278,95.256381,52.541033,129.445937,0.06617,0.002579,0.006626,0.011104,0.073135,0.022981,0.011656,0.005631,0.019971,0.003097,0.013255,0.031337,0.024293,0.012324,0.081657,0.029432,0.021805,0.027753,0.056332,0.06294,0.084762,0.027501,0.107856,0.014734,0.020725,0.01396
3/1/1986,69.515598,63.373547,77.255923,205.769159,68.13304,105.639617,196.341396,158.720107,745.182508,336.274437,87.724749,105.145622,111.752827,67.981328,69.446209,57.829799,89.91454,87.710182,78.708877,73.001127,2.847768,95.135065,54.854781,95.01497,52.813201,128.795075,0.062353,0.002469,0.006735,0.009222,0.07309,0.023235,0.011841,0.005698,0.020276,0.003084,0.013504,0.031887,0.024532,0.012039,0.081617,0.029893,0.022018,0.027729,0.056696,0.063842,0.086098,0.027904,0.107137,0.014846,0.020997,0.013975
4/1/1986,67.745078,64.888715,77.24484,177.028787,68.628429,106.549046,194.547786,158.308661,745.633973,328.839019,88.624891,105.369029,113.542727,69.730185,70.179364,56.774629,91.561747,88.375654,78.65378,72.539783,2.854723,96.22233,54.486583,95.608043,52.98679,125.619231,0.057072,0.002524,0.006747,0.007857,0.074072,0.023608,0.011783,0.005691,0.020313,0.003004,0.013686,0.032077,0.024948,0.012325,0.082499,0.029401,0.022476,0.02799,0.056672,0.063373,0.086322,0.028254,0.106504,0.014967,0.021058,0.0136
