,IP.G2111.S Oil and gas extraction  NAICS=211,IP.G2122.S Metal ore mining  NAICS=2122,IP.G2123.S Nonmetallic mineral mining and quarrying  NAICS=2123,IP.G2131.S Support activities for mining  NAICS=213,IP.G311.S Food  NAICS=311,IP.G312.S Beverage and tobacco product  NAICS=312,IP.G313.S Textile mills  NAICS=313,IP.G314.S Textile product mills  NAICS=314,IP.G315.S Apparel  NAICS=315,IP.G316.S Leather and allied product  NAICS=316,IP.G321.S Wood product  NAICS=321,IP.G322.S Paper  NAICS=322,IP.G323.S Printing and related support activities  NAICS=323,IP.G324.S Petroleum and coal products  NAICS=324,IP.G325.S Chemical  NAICS=325,IP.G326.S Plastics and rubber products  NAICS=326,IP.G327.S Nonmetallic mineral product  NAICS=327,IP.G331.S Primary metal  NAICS=331,IP.G332.S Fabricated metal product  NAICS=332,IP.G333.S Machinery  NAICS=333,IP.G334.S Computer and electronic product  NAICS=334,"IP.G335.S Electrical equipment, appliance, and component  NAICS=335",IP.G336.S Transportation equipment  NAICS=336,IP.G337.S Furniture and related product  NAICS=337,IP.G339.S Miscellaneous  NAICS=339,IP.N2121.S Coal mining  NAICS=2121,RIW.G2111.S ,RIW.G2122.S ,RIW.G2123.S ,RIW.G2131.S ,RIW.G311.S ,RIW.G312.S ,RIW.G313.S ,RIW.G314.S ,RIW.G315.S ,RIW.G316.S ,RIW.G321.S ,RIW.G322.S ,RIW.G323.S ,RIW.G324.S ,RIW.G325.S ,RIW.G326.S ,RIW.G327.S ,RIW.G331.S ,RIW.G332.S ,RIW.G333.S ,RIW.G334.S ,RIW.G335.S ,RIW.G336.S ,RIW.G337.S ,RIW.G339.S ,RIW.N2121.S 
1/1/1973,78.978735,76.227912,79.815455,150.326384,53.535016,88.86489,201.27849,129.864578,703.333791,509.550833,84.669375,82.987506,68.139403,63.403086,54.856688,41.408479,87.691037,139.972046,75.863783,69.573169,0.480759,88.214428,46.656612,75.74625,42.994931,92.12355,0.034041,0.006316,0.006252,0.005392,0.073936,0.018653,0.021485,0.007995,0.02996,0.007136,0.022201,0.031032,0.019932,0.016133,0.08215,0.029083,0.027252,0.055875,0.06681,0.084383,0.052464,0.032663,0.116056,0.016076,0.022911,0.008688
2/1/1973,79.670916,78.074087,80.433596,142.083926,53.40063,92.310536,203.565784,133.955692,728.7577,506.206833,85.114475,84.288499,68.072215,63.231529,55.695278,42.184782,90.143393,142.636092,77.037123,70.93731,0.491304,87.961812,47.818516,77.664326,43.200806,91.116039,0.033736,0.006485,0.006186,0.004999,0.073173,0.019011,0.021586,0.008157,0.030582,0.006984,0.022325,0.031083,0.019599,0.016194,0.081982,0.029137,0.027578,0.05599,0.066763,0.084557,0.052653,0.031979,0.117068,0.016251,0.022694,0.008513
3/1/1973,78.592968,77.522577,83.090899,137.022476,52.803831,93.284638,201.588495,134.867297,739.933027,510.598418,84.437648,84.245681,69.41294,62.202497,55.51388,42.73047,91.817682,142.550162,77.34732,71.738357,0.49216,89.502115,47.571505,77.745057,43.018316,89.985756,0.033157,0.006548,0.006364,0.004796,0.072788,0.019116,0.021537,0.008239,0.031027,0.007039,0.022465,0.031073,0.01995,0.016256,0.081456,0.029438,0.028047,0.055805,0.066902,0.085235,0.05253,0.032402,0.116253,0.016268,0.022595,0.008447
4/1/1973,78.662924,77.810878,85.309143,130.048588,52.380801,91.819546,199.70424,133.3807,731.943832,509.776332,81.687849,85.050944,69.720055,61.886044,55.915614,42.629047,91.935436,141.009775,77.557436,72.367611,0.491929,88.906665,47.657896,77.431039,42.849526,88.290262,0.033125,0.006697,0.006518,0.004537,0.072748,0.018756,0.021537,0.00819,0.030726,0.007035,0.022082,0.031434,0.02004,0.016532,0.081938,0.029346,0.028093,0.055153,0.067079,0.085866,0.052384,0.032109,0.116472,0.016234,0.022545,0.008343
5/1/1973,78.891114,78.289643,85.786428,133.73906,53.676351,92.944531,196.376227,133.347799,723.860186,503.641753,80.204228,85.620269,70.368781,61.704301,56.216853,42.198658,92.095568,144.788407,78.187321,73.363537,0.49941,89.44604,47.695356,76.7417,42.811712,88.572273,0.032893,0.006803,0.006488,0.004613,0.074543,0.018773,0.021204,0.008164,0.030179,0.006903,0.021845,0.031453,0.020067,0.016704,0.081609,0.028795,0.027926,0.056118,0.067078,0.086232,0.052629,0.031968,0.115632,0.015991,0.022383,0.008357
6/1/1973,78.830885,79.877107,87.011259,139.522729,52.593635,91.177935,196.009408,131.831207,720.572802,506.255335,80.718914,84.304762,70.880979,61.768983,55.941695,41.60983,92.101006,144.155514,78.376253,73.51829,0.517519,90.19201,48.11548,77.686788,42.403428,86.753476,0.033159,0.007036,0.006568,0.004833,0.073235,0.018293,0.021248,0.008084,0.029977,0.00692,0.022104,0.030993,0.020166,0.016968,0.080983,0.028315,0.027813,0.055908,0.067153,0.08603,0.054105,0.03209,0.116103,0.016166,0.022139,0.008311
7/1/1973,78.843745,81.957285,87.586349,143.080081,52.321508,92.04451,194.469939,131.67073,702.597861,507.172063,80.267097,84.58867,72.466226,60.960688,56.376112,42.539459,92.684536,147.026868,78.802014,74.496097,0.507079,91.525816,48.599043,77.209727,42.738505,93.321605,0.034315,0.007281,0.00662,0.005074,0.0725,0.018256,0.02099,0.00805,0.02905,0.006881,0.021698,0.031134,0.020523,0.016816,0.0814,0.028834,0.027691,0.057444,0.06746,0.086475,0.052122,0.032373,0.115897,0.015984,0.022206,0.009272
8/1/1973,78.83496,78.857656,86.322861,146.536791,51.53895,93.406251,193.070646,131.230203,710.727592,502.280618,80.432805,85.04892,72.519793,61.229178,56.839186,41.85008,92.298657,148.394904,78.526014,75.000359,0.527133,89.926613,46.842891,77.081642,42.69199,96.857751,0.0361,0.00709,0.006584,0.005397,0.071245,0.018385,0.020788,0.008031,0.02933,0.006788,0.02139,0.031542,0.020551,0.016972,0.082365,0.028421,0.027361,0.058953,0.067605,0.086751,0.053351,0.031802,0.110716,0.015944,0.022174,0.010125
9/1/1973,78.202414,79.874859,87.550007,150.357619,52.269353,94.857962,192.240322,131.643807,703.739843,502.251428,81.50374,85.209786,72.548688,61.495137,56.750423,42.059209,92.27501,147.97279,78.645042,75.652422,0.528965,91.945507,48.615168,76.731108,42.596059,90.807139,0.037183,0.007195,0.006677,0.005685,0.07146,0.018361,0.020461,0.007992,0.028725,0.006702,0.021131,0.031541,0.020385,0.016968,0.081766,0.028354,0.026898,0.059175,0.067459,0.086413,0.052243,0.032207,0.112843,0.015714,0.021915,0.009857
10/1/1973,78.457981,79.522473,86.071933,155.091702,53.193695,94.139383,193.077766,129.408959,702.019197,501.919075,80.329058,86.171322,73.01588,63.565942,58.300236,41.935262,92.217329,149.563933,79.177812,76.399043,0.54062,92.875761,48.974491,76.555518,42.645647,91.311802,0.038616,0.007177,0.006565,0.006008,0.071863,0.017929,0.020317,0.007794,0.028349,0.006613,0.020307,0.031834,0.020346,0.017456,0.0835,0.028067,0.026442,0.060177,0.067667,0.086202,0.052112,0.032231,0.111674,0.015526,0.021735,0.010261
11/1/1973,78.316882,76.710814,85.596683,157.957919,54.318621,96.122105,194.527327,128.319452,696.969728,510.474488,81.134666,87.632461,71.046234,63.280952,58.534327,42.661183,92.99203,153.043839,79.402751,76.658745,0.552446,92.945937,48.817834,76.162969,42.60664,90.979777,0.039931,0.006957,0.006552,0.00628,0.072767,0.018076,0.020311,0.007695,0.027946,0.006666,0.020069,0.032416,0.019702,0.017359,0.083623,0.028446,0.026325,0.062131,0.067842,0.085752,0.052156,0.032069,0.109758,0.015351,0.021589,0.010592
12/1/1973,77.699786,78.487719,87.575028,160.174333,53.961837,95.760788,195.597319,127.491404,695.093295,504.499991,81.985649,88.924813,70.852963,63.929743,58.654367,42.953237,94.56039,159.157997,78.814075,77.425581,0.557137,92.072543,47.187438,76.280667,42.235062,97.944573,0.041245,0.007201,0.006776,0.006574,0.072215,0.017911,0.020412,0.007666,0.027876,0.006578,0.019986,0.033173,0.019697,0.017645,0.084193,0.028736,0.026623,0.065627,0.067809,0.086494,0.051883,0.031808,0.105387,0.015391,0.021432,0.011872
1/1/1974,77.447267,75.48403,84.253739,160.301544,54.347167,97.665659,195.486797,125.935311,684.156501,506.106657,77.542117,90.44646,69.156163,62.958366,59.478305,42.772746,94.168961,156.317059,78.825618,77.867104,0.558974,91.466248,44.341059,76.347412,42.40451,101.656426,0.042841,0.007031,0.006613,0.006805,0.07292,0.018245,0.020471,0.007622,0.027548,0.006614,0.018711,0.034145,0.019346,0.017547,0.086094,0.028819,0.026472,0.065672,0.068537,0.087211,0.051559,0.031764,0.098798,0.01548,0.021632,0.012841
2/1/1974,77.254274,75.166237,89.175523,163.113843,54.322345,96.686687,193.540076,121.886853,681.058206,509.978699,79.623396,91.262334,69.086639,63.184614,59.857119,42.59039,94.193463,152.980587,78.052504,77.60496,0.574253,89.342266,43.625203,74.425779,42.009938,98.690273,0.044242,0.007077,0.007068,0.00712,0.072863,0.01798,0.020262,0.007397,0.027434,0.006656,0.018954,0.034727,0.019377,0.017711,0.087051,0.028793,0.026354,0.065192,0.068315,0.086834,0.052285,0.031075,0.096653,0.01511,0.021465,0.012907
3/1/1974,76.685162,76.953752,88.130467,167.420775,54.523606,96.745369,191.839857,120.050125,675.763787,512.710512,79.824491,92.105932,68.715594,63.957047,59.903352,42.399813,93.45927,149.58498,77.695068,78.341009,0.580008,90.252221,43.382013,74.473242,41.994712,93.800647,0.045293,0.007303,0.007039,0.00749,0.072884,0.017865,0.020026,0.007285,0.027159,0.006666,0.018692,0.035234,0.019273,0.017981,0.087287,0.028684,0.025957,0.064479,0.068269,0.087345,0.051974,0.031357,0.095323,0.015099,0.021435,0.012653
4/1/1974,76.273478,73.432227,84.280194,172.563086,53.443392,93.90715,190.103634,117.808128,668.113633,505.188532,80.172934,92.148531,69.228103,67.226046,60.147652,41.493926,93.170898,152.443166,77.744385,76.447023,0.576316,90.30708,43.318374,73.316951,41.549778,97.318118,0.046545,0.007047,0.006801,0.007929,0.071334,0.017273,0.019849,0.00717,0.026869,0.006561,0.018516,0.035541,0.019474,0.019006,0.088046,0.028178,0.025761,0.06664,0.068777,0.085183,0.050967,0.031439,0.094672,0.014888,0.021248,0.013564
5/1/1974,76.237783,77.032112,85.575174,173.362377,54.333864,98.654192,190.987222,117.367915,666.067616,502.33995,78.931823,91.475965,69.777172,68.280369,59.695228,41.639074,92.73867,152.762277,77.956714,78.16406,0.576626,91.167336,44.098635,73.544136,42.085555,98.185932,0.047468,0.007392,0.006898,0.008083,0.071622,0.017875,0.019725,0.007085,0.026508,0.006447,0.017789,0.035178,0.019471,0.019201,0.086806,0.028071,0.025248,0.066948,0.068664,0.086093,0.049774,0.031456,0.09483,0.014793,0.021327,0.013963
6/1/1974,75.17478,79.039063,86.237709,172.084127,54.789888,98.518418,190.268847,117.820202,649.728679,501.650307,78.914761,90.794717,70.1168,68.742248,59.369573,42.247157,92.344816,154.096327,77.46459,78.375178,0.580925,90.822122,44.1526,73.334365,42.161629,91.973872,0.047899,0.007594,0.007019,0.008168,0.072138,0.017806,0.019557,0.007105,0.025798,0.006422,0.017536,0.035101,0.019598,0.01938,0.08671,0.028549,0.025081,0.068081,0.068597,0.086352,0.049566,0.031398,0.09458,0.014747,0.021381,0.013407
7/1/1974,75.31935,69.630235,84.077768,174.403296,53.574047,97.268501,190.264139,116.460431,669.130254,501.380621,75.643938,91.807943,68.705709,69.469335,60.272167,41.478054,91.451141,153.727983,77.548285,77.351404,0.580416,91.337778,45.049881,71.937881,42.531325,101.427621,0.048315,0.006579,0.006894,0.008289,0.070356,0.017563,0.019229,0.006949,0.026305,0.006373,0.016524,0.035421,0.019156,0.019478,0.088283,0.02798,0.024853,0.067647,0.068768,0.085289,0.049062,0.031595,0.096253,0.014385,0.021499,0.01496
8/1/1974,74.754373,63.584378,82.735935,173.417323,53.669534,97.773845,188.39117,113.391167,671.774682,500.826291,74.62221,89.545884,68.262266,69.516303,59.116834,41.643888,90.317838,148.741285,77.257551,77.294701,0.556221,90.490131,45.290512,71.299903,42.454695,92.683115,0.048556,0.005926,0.006922,0.008301,0.071274,0.017903,0.018867,0.006756,0.026417,0.006397,0.016225,0.03484,0.019217,0.019583,0.088031,0.028386,0.02495,0.06573,0.069443,0.086532,0.047328,0.031747,0.097974,0.014343,0.021653,0.013935
9/1/1974,74.157872,76.236386,81.88045,173.521832,53.077471,97.914181,182.232454,110.940574,666.635414,486.074809,72.468424,89.722441,68.942746,67.847375,59.379864,40.56821,89.512809,151.35304,76.803518,78.175651,0.575168,88.741744,46.241315,69.684612,41.969524,94.673547,0.048257,0.006921,0.006913,0.008277,0.070553,0.017995,0.017895,0.006531,0.025947,0.006172,0.015524,0.034837,0.019389,0.019001,0.088921,0.027648,0.024866,0.066421,0.069224,0.08791,0.048734,0.031241,0.100196,0.013953,0.021371,0.014354
10/1/1974,73.666925,77.598151,80.062818,177.385602,53.3312,96.465811,175.391708,107.634686,668.28139,480.243292,67.35585,87.017347,67.649886,69.594727,58.706547,39.940561,89.069537,151.905765,76.009594,78.312174,0.57992,85.683122,46.25885,67.46296,41.825521,100.724137,0.048182,0.006887,0.00684,0.00846,0.071178,0.017855,0.016941,0.006281,0.025829,0.006082,0.01426,0.033829,0.01907,0.019442,0.088701,0.027304,0.024959,0.066411,0.068915,0.088733,0.049088,0.030364,0.100727,0.013491,0.021334,0.015447
11/1/1974,73.303095,75.460151,79.666962,180.429478,52.902999,93.344477,167.787659,102.846032,654.035333,480.665774,64.855353,83.910913,67.350875,68.863377,56.459029,37.292219,86.797855,144.453235,74.214047,77.140931,0.567973,82.790667,43.969374,64.322175,40.709743,61.896219,0.049679,0.006743,0.007099,0.008871,0.073071,0.017939,0.016436,0.006132,0.025879,0.006259,0.013988,0.033676,0.019618,0.019785,0.088719,0.026363,0.025291,0.064864,0.069774,0.090786,0.049509,0.030446,0.09919,0.013244,0.021443,0.009897
12/1/1974,72.963073,72.610129,78.105877,184.66073,51.722978,93.966854,159.981861,98.299938,619.721562,469.971702,62.053084,79.278352,65.799936,68.287835,53.692276,34.31431,83.245531,133.931316,72.127776,74.780733,0.547778,77.504598,40.040489,62.63343,39.422202,78.088799,0.051389,0.00654,0.00728,0.009387,0.074187,0.018802,0.015937,0.006007,0.025177,0.006312,0.013677,0.032946,0.019862,0.020237,0.088027,0.025158,0.025292,0.061968,0.070521,0.091675,0.04932,0.029669,0.093883,0.013318,0.021508,0.013055
1/1/1975,72.83699,72.228022,78.183779,182.107091,50.818735,95.022504,153.542158,94.701919,602.821994,454.770941,61.27226,76.908937,65.940793,68.075444,53.166808,33.673266,83.540656,134.567856,70.213418,73.369576,0.53286,74.300602,38.118036,57.245753,38.879075,108.066473,0.052114,0.006415,0.007446,0.009356,0.073994,0.019349,0.015211,0.005798,0.024583,0.006158,0.013496,0.03235,0.020164,0.020344,0.088889,0.025029,0.025869,0.062719,0.069779,0.091572,0.048448,0.028936,0.090791,0.012289,0.021477,0.018459
2/1/1975,72.542424,70.039769,76.232464,184.495561,50.327379,93.05947,156.644226,93.703673,594.850658,439.027417,62.881265,74.28438,64.750859,65.959498,51.497616,31.401219,80.685852,132.545748,67.616187,71.334342,0.511855,73.339004,36.292358,54.908905,37.62855,103.833487,0.053206,0.006197,0.007482,0.00967,0.075095,0.019461,0.015572,0.005803,0.024584,0.006051,0.013978,0.03192,0.020243,0.020063,0.08859,0.023879,0.025693,0.062828,0.068926,0.091462,0.047431,0.029323,0.088611,0.012011,0.021241,0.018282
3/1/1975,71.994173,67.292566,71.260628,192.419989,50.44876,91.542417,161.48843,96.4801,592.589306,429.721457,63.039018,70.638536,62.920443,65.213471,50.164823,30.18032,77.487731,128.902555,65.792411,69.304465,0.505179,71.090988,37.751479,54.823036,36.805718,97.32384,0.053481,0.005861,0.007123,0.010165,0.076199,0.019432,0.015904,0.005971,0.024521,0.005955,0.013959,0.030626,0.019869,0.019948,0.087714,0.023197,0.02507,0.061385,0.067968,0.090192,0.047136,0.028831,0.093335,0.012074,0.020976,0.01745
4/1/1975,72.085417,69.292174,73.795515,189.868866,51.429474,93.158448,165.387536,100.206867,605.734631,443.487095,64.412639,71.191546,62.340462,63.742509,49.598499,31.70966,78.161641,118.985066,65.610115,68.47481,0.505503,70.440315,38.525036,56.410958,37.450514,93.815141,0.053549,0.005863,0.007415,0.009982,0.077593,0.01982,0.015927,0.006119,0.024777,0.006102,0.014028,0.030746,0.019631,0.019359,0.08701,0.024323,0.02537,0.056208,0.067822,0.089304,0.046888,0.028604,0.095218,0.01235,0.021276,0.016913
5/1/1975,71.213735,68.797195,74.221758,189.783774,51.501426,91.779298,172.702246,102.963367,623.536403,456.173912,67.484865,70.993621,62.95927,63.787765,49.6303,33.319199,79.308961,109.975209,65.06086,66.063639,0.506435,69.309951,39.444632,58.746718,37.413794,95.97921,0.053153,0.005678,0.007532,0.009977,0.077991,0.019667,0.016341,0.006233,0.025337,0.006262,0.014523,0.030686,0.019866,0.019327,0.087744,0.025626,0.025946,0.051771,0.067617,0.086759,0.046922,0.028311,0.097916,0.012847,0.02129,0.017477
6/1/1975,71.652976,69.347484,74.487416,191.458661,52.544211,93.52259,181.591439,106.425735,640.071238,470.747069,69.472967,75.205475,63.095485,64.517293,50.224481,34.268392,79.277348,109.693495,64.592481,64.790212,0.498937,68.451688,39.98436,59.894362,37.817639,101.78063,0.053317,0.005583,0.007544,0.009972,0.079032,0.01998,0.016838,0.006348,0.025669,0.006399,0.014737,0.032238,0.019762,0.019376,0.088459,0.02619,0.025871,0.051082,0.066806,0.084807,0.045772,0.027841,0.098844,0.012974,0.021369,0.018481
7/1/1975,71.01266,65.680123,74.711089,190.140546,53.056433,95.590749,190.438564,107.072238,666.206882,493.147203,70.992347,76.996587,64.13873,66.819637,50.728595,35.198846,81.207136,108.158732,64.357727,65.277047,0.516364,69.461059,40.319718,61.471387,39.216027,93.079226,0.05262,0.005236,0.00748,0.009767,0.078721,0.020238,0.017497,0.006308,0.026404,0.006633,0.014999,0.032602,0.01985,0.01992,0.08825,0.026631,0.026259,0.049797,0.065829,0.084634,0.046753,0.027964,0.099027,0.013157,0.021935,0.016655
8/1/1975,70.834078,69.284108,75.546209,191.60777,52.853643,94.486917,193.498499,110.194825,682.052297,489.244418,71.935529,77.795608,65.068713,66.587321,51.460306,36.161167,81.746991,109.882413,65.694689,65.263592,0.518324,69.481979,41.068008,64.1397,39.428849,95.658273,0.052363,0.005526,0.007457,0.009709,0.077277,0.019808,0.01776,0.006436,0.026803,0.006524,0.015253,0.032547,0.019898,0.019769,0.08826,0.027091,0.026164,0.050125,0.066399,0.083738,0.046349,0.027666,0.100337,0.01358,0.021848,0.016801
9/1/1975,70.660962,68.409133,75.496284,195.713291,53.294827,95.75987,197.284298,116.293486,691.247391,495.247792,72.250657,80.114014,63.13274,68.477504,52.530768,36.700407,84.226453,113.269958,66.621154,65.794604,0.528835,70.332027,42.112689,65.654771,40.270062,93.474785,0.051938,0.005441,0.007325,0.009752,0.076565,0.019817,0.018033,0.006713,0.026856,0.006529,0.015321,0.033015,0.019018,0.020183,0.088558,0.027144,0.026602,0.051029,0.066338,0.083294,0.046558,0.027615,0.102032,0.013711,0.022039,0.016067
10/1/1975,70.609667,65.695125,74.396338,195.930206,54.381756,96.41252,197.196184,116.743654,700.56769,506.661505,73.156031,82.064965,64.440316,67.096537,53.384062,36.554998,83.615172,110.232635,67.155956,66.368061,0.532147,71.091145,41.770993,65.676416,40.802685,96.967846,0.052048,0.005257,0.007157,0.009684,0.077436,0.019868,0.018103,0.006719,0.027144,0.006662,0.015644,0.033601,0.019289,0.0198,0.08924,0.026922,0.026288,0.049474,0.066454,0.083625,0.04652,0.027762,0.101217,0.013646,0.022247,0.016453
11/1/1975,70.304511,69.824694,73.781084,199.320121,54.611463,99.649849,196.995873,117.204488,709.344575,510.795517,73.153338,84.196912,64.739785,67.656587,53.528706,36.491027,83.4178,110.320376,66.376415,66.604952,0.529464,71.62688,41.576633,66.640408,40.425846,102.312501,0.052117,0.005633,0.007057,0.0098,0.077289,0.020509,0.018216,0.006745,0.027492,0.006718,0.015817,0.034353,0.019312,0.020046,0.088981,0.026839,0.026184,0.04947,0.065468,0.083774,0.046089,0.027903,0.101048,0.013817,0.022024,0.017187
12/1/1975,70.595737,68.680358,72.973392,204.887404,54.889522,97.215104,200.674142,121.37882,710.410326,516.559329,72.368388,85.468838,65.391085,68.659473,54.921796,36.889661,83.742163,111.202543,66.946967,66.766347,0.54459,72.70076,43.171521,66.792248,40.713561,101.805825,0.051998,0.005518,0.006857,0.009901,0.076286,0.019743,0.018466,0.006902,0.027215,0.006714,0.015629,0.034332,0.019207,0.02018,0.089701,0.02677,0.025929,0.049225,0.065027,0.082829,0.046636,0.027911,0.103974,0.013654,0.021898,0.016728
1/1/1976,71.06287,69.956822,76.107509,204.859721,55.799272,96.955523,202.367484,118.033586,711.448016,521.877946,77.115004,85.285116,65.5227,69.070408,54.976778,37.245835,84.933796,115.490834,67.815666,67.775651,0.556096,75.897693,43.18945,67.677595,41.220976,107.569156,0.052006,0.005598,0.007027,0.009732,0.076167,0.019434,0.018526,0.006633,0.026944,0.006705,0.016633,0.033734,0.018954,0.02014,0.088239,0.026671,0.025945,0.050468,0.064881,0.082946,0.046863,0.028725,0.103076,0.013644,0.021893,0.017293
2/1/1976,69.853165,71.437814,78.574192,201.199186,55.668517,97.036795,206.087524,119.314371,703.921751,522.45961,77.372454,87.286643,65.96867,71.591015,56.436776,38.298288,85.282315,122.787116,68.931671,68.092119,0.556741,77.365673,44.255499,67.88062,40.954763,109.276603,0.050949,0.005712,0.007153,0.009429,0.074895,0.01926,0.018827,0.006649,0.026441,0.006657,0.01671,0.034112,0.018857,0.020777,0.089337,0.027152,0.025787,0.053142,0.065175,0.082478,0.046322,0.02896,0.104998,0.013541,0.021549,0.017247
3/1/1976,70.072954,69.952893,76.041782,202.350753,55.810968,94.358681,205.444404,116.350332,704.14514,522.236084,74.785304,86.146786,67.048425,71.941012,56.594582,39.164559,85.034118,124.209983,68.837299,68.498092,0.566477,78.32938,44.579651,67.066584,41.208481,103.289523,0.051335,0.005634,0.006879,0.009428,0.074588,0.01869,0.018874,0.00648,0.026439,0.00665,0.016299,0.033523,0.019088,0.020943,0.089055,0.027709,0.02565,0.053661,0.064825,0.08276,0.046896,0.029227,0.105964,0.013341,0.021649,0.016129
4/1/1976,69.388948,70.527503,75.622118,199.747618,55.98795,95.365639,203.28458,114.837996,699.06911,512.627259,75.776254,87.099425,66.760932,72.147873,57.182652,37.690552,85.632803,125.58109,69.865413,69.15424,0.577014,79.316771,44.600395,67.125562,41.447972,104.975372,0.050913,0.005706,0.006778,0.009227,0.074116,0.018798,0.018728,0.006375,0.026163,0.006505,0.016614,0.033656,0.018876,0.021008,0.089175,0.026537,0.025694,0.054,0.065343,0.083107,0.047391,0.029419,0.105911,0.013278,0.021682,0.016173
5/1/1976,69.595836,72.737833,78.060645,199.179883,56.953533,97.592993,202.468805,116.605169,694.608577,503.837982,76.717166,85.516885,68.464157,73.044555,56.970239,34.52439,85.631891,126.599224,70.437649,69.679823,0.598898,79.653729,44.942255,67.503748,42.267597,102.857306,0.05118,0.005914,0.006939,0.009129,0.07473,0.019162,0.018718,0.006456,0.02593,0.006376,0.016929,0.03284,0.019241,0.021289,0.088111,0.024213,0.025575,0.054216,0.065477,0.083347,0.048838,0.029392,0.106694,0.013288,0.022033,0.015646
6/1/1976,69.79093,71.013928,76.277719,200.139079,56.702097,95.715083,200.683916,115.176568,686.943318,485.191851,74.569057,85.543246,67.719426,74.031676,57.567516,34.379017,85.889082,127.900086,70.704841,69.74806,0.604568,80.051213,45.142797,66.880683,42.210724,100.131865,0.051776,0.005806,0.00675,0.009142,0.074013,0.018779,0.018608,0.00637,0.025665,0.006137,0.016576,0.03274,0.018982,0.02171,0.088583,0.024083,0.025619,0.054733,0.065554,0.083318,0.049048,0.029478,0.10736,0.013149,0.021984,0.015139
7/1/1976,69.850688,72.493517,77.327195,206.500202,57.497756,96.666684,202.626824,115.167678,682.568377,488.95566,77.303959,83.443215,69.955586,74.421709,57.977887,34.747004,85.782662,129.147078,71.616559,70.860425,0.61356,79.937258,44.718604,68.706185,42.58855,91.119949,0.05241,0.005899,0.006795,0.009385,0.074385,0.018866,0.018621,0.006316,0.025423,0.006143,0.01716,0.031665,0.019479,0.021958,0.08835,0.024184,0.025452,0.05499,0.06598,0.08419,0.04918,0.029252,0.105805,0.013442,0.022038,0.013733
8/1/1976,69.647249,75.081373,79.967521,207.28031,56.853196,96.809538,203.176192,115.695817,671.055473,471.703662,78.067884,85.017497,68.958383,74.508661,58.568349,34.462956,85.877311,126.741842,72.070743,71.809405,0.633477,81.165824,45.878103,67.999587,42.604624,96.918756,0.052945,0.006054,0.006978,0.009373,0.072832,0.018769,0.018409,0.006273,0.02489,0.005872,0.017243,0.031941,0.019054,0.022135,0.088269,0.023791,0.025316,0.053628,0.065914,0.084761,0.050037,0.029482,0.107708,0.013227,0.021864,0.014596
9/1/1976,69.698133,74.628773,78.002855,208.945026,57.316104,97.050025,201.755682,116.779132,676.99918,476.585116,77.474882,83.811679,71.674827,74.722428,59.149755,39.275154,86.216677,124.848267,73.348387,72.065726,0.645768,80.574267,43.695329,68.842065,43.144087,99.389797,0.05383,0.005986,0.006782,0.009435,0.072962,0.018755,0.018092,0.006281,0.025091,0.005898,0.017085,0.03129,0.019726,0.022422,0.088486,0.026999,0.025341,0.05268,0.066831,0.084802,0.05045,0.029158,0.102172,0.01336,0.022037,0.015009
10/1/1976,69.178493,75.973758,78.996481,211.728563,57.247965,98.836165,200.413604,118.498624,672.248991,464.632085,79.308917,84.453578,71.371747,73.835388,59.155257,41.648035,86.208712,121.088399,72.672125,71.346344,0.658964,82.559234,42.883807,68.540693,43.366968,98.722927,0.05446,0.006085,0.006869,0.009582,0.072686,0.019111,0.017852,0.006343,0.024983,0.005738,0.017526,0.031446,0.019636,0.022453,0.088163,0.028617,0.025354,0.051137,0.066207,0.083995,0.051104,0.029875,0.100247,0.01332,0.022129,0.015002
11/1/1976,69.545734,74.615122,76.666546,216.815065,57.67206,98.338437,198.995218,121.066023,672.951859,465.387234,78.269088,84.351993,69.767161,75.685452,59.535152,41.457683,86.733009,119.336702,73.178013,72.645058,0.669381,84.035614,45.938864,68.466628,43.667277,101.813009,0.054918,0.005875,0.006564,0.009683,0.071911,0.01873,0.017338,0.00635,0.024688,0.005646,0.017064,0.030844,0.018893,0.022962,0.087039,0.028037,0.025129,0.049667,0.065632,0.084245,0.050738,0.029941,0.10569,0.013117,0.021916,0.015327
12/1/1976,69.715751,75.72972,74.816538,221.178975,57.666779,97.599084,203.300113,121.883178,678.14082,468.689488,79.336651,83.788519,71.084623,77.257959,60.46073,42.806453,87.406331,119.522108,73.852351,72.687791,0.682801,81.452548,47.53991,69.036429,44.311573,108.090232,0.055453,0.00589,0.006336,0.009793,0.070939,0.018395,0.017403,0.006291,0.024667,0.005611,0.017143,0.030225,0.019035,0.023487,0.087104,0.028626,0.025061,0.04924,0.065504,0.08341,0.05081,0.028707,0.108121,0.013099,0.021975,0.016194
1/1/1977,68.832624,76.34115,71.978214,218.85813,57.890105,96.950788,205.169104,125.640316,670.004405,460.452286,79.504879,85.808467,71.385362,78.170474,60.277328,42.699325,83.516323,116.506631,73.397706,72.093485,0.683872,84.364883,46.904089,70.498716,43.880159,95.584964,0.05609,0.005969,0.006137,0.009778,0.071535,0.018332,0.017565,0.006497,0.024591,0.005536,0.017291,0.031084,0.01924,0.024227,0.087102,0.02874,0.024067,0.04835,0.065644,0.083314,0.050856,0.029926,0.107346,0.013484,0.021886,0.014503
